AGENCY_AREA,SEA_AREA,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,SITE_NGR_PREFIX,SITE_EASTING,SITE_NORTHING,SITE_NGR_10_FIG,SITE_FULL_EASTING,SITE_FULL_NORTHING,WIMS_SITE_ID,WFD_WATERBODY_ID,SAMPLE_ID,SAMPLE_VERSION,REPLICATE_CODE,SURVEY_CODE,SAMPLE_NGR_PREFIX,SAMPLE_EASTING,SAMPLE_NORTHING,SAMPLE_NGR_10_FIG,SAMPLE_FULL_EASTING,SAMPLE_FULL_NORTHING,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,SAMPLE_VOLUME,ANALYSIS_COUNT_STRATEGY_DESC,ID_STRATEGY_DESC,TAXON_LIST_ITEM_KEY,TAXON_QUALIFIER_DESC,SACFOR_ABUNDANCE,SAMPLE_VOLUME_TAXON,TAXON_SETTLING_TIME,TAXON_COUNTING_STRATEGY_DESC,CELLS_LITRE,COLS_LITRE,IS_THIRD_PARTY_DATA
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000558342,,,25.000,24.00,Whole Chamber,40.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NBNSYS0100043231,,,25.000,24.00,Whole Chamber,80.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000558426,,,25.000,24.00,Whole Chamber,1400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NBNSYS0100044901,,,25.000,24.00,Whole Chamber,320.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000559577,,,25.000,24.00,Whole Chamber,920.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000558849,,,25.000,24.00,Whole Chamber,1560.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NBNSYS0100050426,,,25.000,24.00,Whole Chamber,1000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000558706,,,25.000,24.00,Whole Chamber,280.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000558724,,,25.000,24.00,Whole Chamber,40.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000559988,,,25.000,24.00,Whole Chamber,40.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NHMSYS0000560076,,,25.000,24.00,Whole Chamber,120.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567642,1,GRO001180107P,GRO180107P,TF,58710,26329,TF5871026329,558710,326329,20070118000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562376,20070118000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),25.000,Whole Chamber,,NBNSYS0100053899,,,25.000,24.00,Whole Chamber,40.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558313,,,10.000,24.00,Whole Chamber,15100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558426,,,10.000,24.00,Whole Chamber,60000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100046431,,,10.000,24.00,Whole Chamber,120000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558849,,,10.000,24.00,Whole Chamber,100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100051209,,,10.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567657,1,GRO001220207P,GRO180107P,TF,58731,26336,TF5873126336,558731,326336,20070222000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562385,20070222000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000559988,,,10.000,24.00,Whole Chamber,100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558313,,,10.000,24.00,Whole Chamber,1800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100042334,,,10.000,24.00,Whole Chamber,5100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000559002,,,10.000,24.00,Whole Chamber,139600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100043130,small,,10.000,24.00,Whole Chamber,69800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558426,,,10.000,24.00,Whole Chamber,13500.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100044902,,,10.000,24.00,Whole Chamber,139600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100046431,,,10.000,24.00,Whole Chamber,30000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000558027,small,,10.000,24.00,Whole Chamber,314100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000559741,,,10.000,24.00,Whole Chamber,6900.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000559743,,,10.000,24.00,Whole Chamber,100.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NHMSYS0000560025,,,10.000,24.00,Whole Chamber,1900.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567680,1,GRO001220307P,GRO180107P,TF,58726,26344,TF5872626344,558726,326344,20070322000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562426,20070322000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),10.000,Whole Chamber,,NBNSYS0100053652,,,10.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567698,1,GRO001200407P,GRO180107P,TF,58722,26370,TF5872226370,558722,326370,20070420000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562435,20070420000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559002,,,5.000,24.00,Whole Chamber,59360.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567698,1,GRO001200407P,GRO180107P,TF,58722,26370,TF5872226370,558722,326370,20070420000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562435,20070420000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559061,,,5.000,24.00,Whole Chamber,2240.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567698,1,GRO001200407P,GRO180107P,TF,58722,26370,TF5872226370,558722,326370,20070420000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562435,20070420000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100043231,,,5.000,24.00,Whole Chamber,4480.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567698,1,GRO001200407P,GRO180107P,TF,58722,26370,TF5872226370,558722,326370,20070420000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562435,20070420000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559313,,,5.000,24.00,Whole Chamber,24640.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,567698,1,GRO001200407P,GRO180107P,TF,58722,26370,TF5872226370,558722,326370,20070420000000,MARINE: PHYTOPLANKTON,MARINE: Integrated Hose Sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,562435,20070420000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100053899,,,5.000,24.00,Whole Chamber,88480.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559002,,,5.000,24.00,Whole Chamber,1317720.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042481,,,5.000,24.00,Whole Chamber,1000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559061,,,5.000,24.00,Whole Chamber,3600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100043231,,,5.000,24.00,Whole Chamber,20800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558426,,,5.000,24.00,Whole Chamber,1800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,570066,1,GRO001240507P,GRO180107P,TF,60506,31898,TF6050631898,560506,331898,20070524000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,564935,20070524000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559313,,,5.000,24.00,Whole Chamber,13000.000,,No
